Date,District,Cases
2020-08-13,Reinickendorf,6.714285714285714
2020-08-14,Reinickendorf,7.571428571428571
2020-08-15,Reinickendorf,7.428571428571429
2020-08-16,Reinickendorf,7.428571428571429
2020-08-17,Reinickendorf,7.0
2020-08-18,Reinickendorf,6.857142857142857
2020-08-19,Reinickendorf,5.571428571428571
2020-08-20,Reinickendorf,5.0
2020-08-21,Reinickendorf,4.571428571428571
2020-08-22,Reinickendorf,5.0
2020-08-23,Reinickendorf,5.0
2020-08-24,Reinickendorf,4.714285714285714
2020-08-25,Reinickendorf,4.285714285714286
2020-08-26,Reinickendorf,3.857142857142857
2020-08-27,Reinickendorf,3.4285714285714284
2020-08-28,Reinickendorf,3.0
2020-08-29,Reinickendorf,2.5714285714285716
2020-08-30,Reinickendorf,2.5714285714285716
2020-08-31,Reinickendorf,2.4285714285714284
2020-09-01,Reinickendorf,2.4285714285714284
2020-09-02,Reinickendorf,3.0
2020-09-03,Reinickendorf,4.0
2020-09-04,Reinickendorf,3.857142857142857
2020-09-05,Reinickendorf,4.285714285714286
2020-09-06,Reinickendorf,4.428571428571429
2020-09-07,Reinickendorf,4.571428571428571
2020-09-08,Reinickendorf,4.571428571428571
2020-09-09,Reinickendorf,5.142857142857143
2020-09-10,Reinickendorf,4.142857142857143
2020-09-11,Reinickendorf,4.0
2020-09-12,Reinickendorf,3.7142857142857144
2020-09-13,Reinickendorf,3.5714285714285716
2020-09-14,Reinickendorf,3.5714285714285716
2020-09-15,Reinickendorf,4.285714285714286
2020-09-16,Reinickendorf,4.142857142857143
2020-09-17,Reinickendorf,4.857142857142857
2020-09-18,Reinickendorf,5.142857142857143
2020-09-19,Reinickendorf,5.428571428571429
2020-09-20,Reinickendorf,5.428571428571429
2020-09-21,Reinickendorf,5.142857142857143
2020-09-22,Reinickendorf,5.714285714285714
2020-09-23,Reinickendorf,6.428571428571429
2020-09-24,Reinickendorf,7.142857142857143
2020-09-25,Reinickendorf,8.0
2020-09-26,Reinickendorf,8.142857142857142
2020-09-27,Reinickendorf,9.857142857142858
2020-09-28,Reinickendorf,11.142857142857142
2020-09-29,Reinickendorf,11.857142857142858
2020-09-30,Reinickendorf,12.142857142857142
2020-10-01,Reinickendorf,12.571428571428571
2020-10-02,Reinickendorf,14.571428571428571
2020-10-03,Reinickendorf,14.857142857142858
2020-10-04,Reinickendorf,13.428571428571429
2020-10-05,Reinickendorf,14.285714285714286
2020-10-06,Reinickendorf,13.857142857142858
2020-10-07,Reinickendorf,16.142857142857142
2020-10-08,Reinickendorf,21.714285714285715
2020-10-09,Reinickendorf,22.428571428571427
2020-10-10,Reinickendorf,25.714285714285715
2020-10-11,Reinickendorf,27.285714285714285
2020-10-12,Reinickendorf,29.142857142857142
2020-10-13,Reinickendorf,32.42857142857143
2020-10-14,Reinickendorf,35.142857142857146
2020-10-15,Reinickendorf,34.714285714285715
2020-10-16,Reinickendorf,36.857142857142854
2020-10-17,Reinickendorf,37.714285714285715
2020-10-18,Reinickendorf,37.857142857142854
2020-10-19,Reinickendorf,37.0
2020-10-20,Reinickendorf,38.857142857142854
2020-10-21,Reinickendorf,40.42857142857143
2020-10-22,Reinickendorf,43.42857142857143
2020-10-23,Reinickendorf,42.714285714285715
2020-10-24,Reinickendorf,48.285714285714285
2020-10-25,Reinickendorf,48.57142857142857
2020-10-26,Reinickendorf,50.42857142857143
2020-10-27,Reinickendorf,55.285714285714285
2020-10-28,Reinickendorf,65.71428571428571
2020-10-29,Reinickendorf,69.42857142857143
2020-10-30,Reinickendorf,75.28571428571429
2020-10-31,Reinickendorf,73.14285714285714
2020-11-01,Reinickendorf,77.14285714285714
2020-11-02,Reinickendorf,80.57142857142857
2020-11-03,Reinickendorf,82.57142857142857
2020-11-04,Reinickendorf,78.42857142857143
2020-11-05,Reinickendorf,76.71428571428571
2020-11-06,Reinickendorf,78.14285714285714
2020-11-07,Reinickendorf,76.0
2020-11-08,Reinickendorf,79.0
2020-11-09,Reinickendorf,87.0
2020-11-10,Reinickendorf,82.28571428571429
2020-11-11,Reinickendorf,93.14285714285714
2020-11-12,Reinickendorf,94.28571428571429
2020-11-13,Reinickendorf,101.42857142857143
2020-11-14,Reinickendorf,105.28571428571429
2020-11-15,Reinickendorf,100.28571428571429
2020-11-16,Reinickendorf,93.57142857142857
2020-11-17,Reinickendorf,99.42857142857143
2020-11-18,Reinickendorf,88.14285714285714
2020-11-19,Reinickendorf,90.57142857142857
2020-11-20,Reinickendorf,85.28571428571429
2020-11-21,Reinickendorf,85.14285714285714
2020-11-22,Reinickendorf,84.85714285714286
2020-11-23,Reinickendorf,87.14285714285714
2020-11-24,Reinickendorf,89.42857142857143
2020-11-25,Reinickendorf,88.57142857142857
2020-11-26,Reinickendorf,86.85714285714286
2020-11-27,Reinickendorf,86.71428571428571
2020-11-28,Reinickendorf,90.57142857142857
2020-11-29,Reinickendorf,93.28571428571429
2020-11-30,Reinickendorf,90.0
2020-12-01,Reinickendorf,85.28571428571429
2020-12-02,Reinickendorf,82.85714285714286
2020-12-03,Reinickendorf,88.57142857142857
2020-12-04,Reinickendorf,88.85714285714286
2020-12-05,Reinickendorf,81.14285714285714
2020-12-06,Reinickendorf,84.42857142857143
2020-12-07,Reinickendorf,87.28571428571429
2020-12-08,Reinickendorf,86.0
2020-12-09,Reinickendorf,91.42857142857143
2020-12-10,Reinickendorf,88.0
2020-12-11,Reinickendorf,82.71428571428571
2020-12-12,Reinickendorf,82.71428571428571
2020-12-13,Reinickendorf,78.42857142857143
2020-12-14,Reinickendorf,85.85714285714286
