Date,District,Cases,Incidence
2020-06-29,Lichtenberg,10,3.8479150072533197
2020-06-30,Lichtenberg,1,0.38479150072533197
2020-07-01,Lichtenberg,3,1.154374502175996
2020-07-02,Lichtenberg,7,2.693540505077324
2020-07-03,Lichtenberg,6,2.308749004351992
2020-07-04,Lichtenberg,0,0.0
2020-07-05,Lichtenberg,0,0.0
2020-07-06,Lichtenberg,5,1.9239575036266598
2020-07-07,Lichtenberg,7,2.693540505077324
2020-07-08,Lichtenberg,16,6.1566640116053115
2020-07-09,Lichtenberg,2,0.7695830014506639
2020-07-10,Lichtenberg,2,0.7695830014506639
2020-07-11,Lichtenberg,0,0.0
2020-07-12,Lichtenberg,0,0.0
2020-07-13,Lichtenberg,10,3.8479150072533197
2020-07-14,Lichtenberg,11,4.232706507978652
2020-07-15,Lichtenberg,1,0.38479150072533197
2020-07-16,Lichtenberg,3,1.154374502175996
2020-07-17,Lichtenberg,1,0.38479150072533197
2020-07-18,Lichtenberg,0,0.0
2020-07-19,Lichtenberg,0,0.0
2020-07-20,Lichtenberg,1,0.38479150072533197
2020-07-21,Lichtenberg,2,0.7695830014506639
2020-07-22,Lichtenberg,2,0.7695830014506639
2020-07-23,Lichtenberg,2,0.7695830014506639
2020-07-24,Lichtenberg,8,3.0783320058026558
2020-07-25,Lichtenberg,0,0.0
2020-07-26,Lichtenberg,0,0.0
2020-07-27,Lichtenberg,2,0.7695830014506639
2020-07-28,Lichtenberg,6,2.308749004351992
2020-07-29,Lichtenberg,4,1.5391660029013279
2020-07-30,Lichtenberg,0,0.0
2020-07-31,Lichtenberg,2,0.7695830014506639
2020-08-01,Lichtenberg,1,0.38479150072533197
2020-08-02,Lichtenberg,0,0.0
2020-08-03,Lichtenberg,4,1.5391660029013279
2020-08-04,Lichtenberg,0,0.0
2020-08-05,Lichtenberg,6,2.308749004351992
2020-08-06,Lichtenberg,4,1.5391660029013279
2020-08-07,Lichtenberg,8,3.0783320058026558
2020-08-08,Lichtenberg,0,0.0
2020-08-09,Lichtenberg,0,0.0
2020-08-10,Lichtenberg,17,6.541455512330644
2020-08-11,Lichtenberg,4,1.5391660029013279
2020-08-12,Lichtenberg,12,4.617498008703984
2020-08-13,Lichtenberg,2,0.7695830014506639
2020-08-14,Lichtenberg,0,0.0
2020-08-15,Lichtenberg,1,0.38479150072533197
2020-08-16,Lichtenberg,0,0.0
2020-08-17,Lichtenberg,10,3.8479150072533197
2020-08-18,Lichtenberg,1,0.38479150072533197
2020-08-19,Lichtenberg,4,1.5391660029013279
2020-08-20,Lichtenberg,15,5.77187251087998
2020-08-21,Lichtenberg,1,0.38479150072533197
2020-08-22,Lichtenberg,0,0.0
2020-08-23,Lichtenberg,0,0.0
2020-08-24,Lichtenberg,12,4.617498008703984
2020-08-25,Lichtenberg,3,1.154374502175996
2020-08-26,Lichtenberg,6,2.308749004351992
2020-08-27,Lichtenberg,8,3.0783320058026558
2020-08-28,Lichtenberg,7,2.693540505077324
2020-08-29,Lichtenberg,0,0.0
2020-08-30,Lichtenberg,0,0.0
2020-08-31,Lichtenberg,6,2.308749004351992
2020-09-01,Lichtenberg,2,0.7695830014506639
2020-09-02,Lichtenberg,3,1.154374502175996
2020-09-03,Lichtenberg,8,3.0783320058026558
2020-09-04,Lichtenberg,8,3.0783320058026558
2020-09-05,Lichtenberg,0,0.0
2020-09-06,Lichtenberg,0,0.0
2020-09-07,Lichtenberg,9,3.463123506527988
2020-09-08,Lichtenberg,1,0.38479150072533197
2020-09-09,Lichtenberg,3,1.154374502175996
2020-09-10,Lichtenberg,12,4.617498008703984
2020-09-11,Lichtenberg,1,0.38479150072533197
2020-09-12,Lichtenberg,0,0.0
2020-09-13,Lichtenberg,0,0.0
2020-09-14,Lichtenberg,7,2.693540505077324
2020-09-15,Lichtenberg,6,2.308749004351992
2020-09-16,Lichtenberg,4,1.5391660029013279
2020-09-17,Lichtenberg,10,3.8479150072533197
2020-09-18,Lichtenberg,8,3.0783320058026558
2020-09-19,Lichtenberg,0,0.0
2020-09-20,Lichtenberg,5,1.9239575036266598
2020-09-21,Lichtenberg,9,3.463123506527988
2020-09-22,Lichtenberg,4,1.5391660029013279
2020-09-23,Lichtenberg,8,3.0783320058026558
2020-09-24,Lichtenberg,2,0.7695830014506639
2020-09-25,Lichtenberg,11,4.232706507978652
2020-09-26,Lichtenberg,0,0.0
2020-09-27,Lichtenberg,0,0.0
2020-09-28,Lichtenberg,11,4.232706507978652
2020-09-29,Lichtenberg,9,3.463123506527988
2020-09-30,Lichtenberg,8,3.0783320058026558
2020-10-01,Lichtenberg,25,9.619787518133299
2020-10-02,Lichtenberg,17,6.541455512330644
2020-10-03,Lichtenberg,0,0.0
2020-10-04,Lichtenberg,0,0.0
2020-10-05,Lichtenberg,15,5.77187251087998
2020-10-06,Lichtenberg,13,5.002289509429316
2020-10-07,Lichtenberg,11,4.232706507978652
2020-10-08,Lichtenberg,13,5.002289509429316
2020-10-09,Lichtenberg,13,5.002289509429316
2020-10-10,Lichtenberg,7,2.693540505077324
2020-10-11,Lichtenberg,0,0.0
2020-10-12,Lichtenberg,13,5.002289509429316
2020-10-13,Lichtenberg,36,13.852494026111952
2020-10-14,Lichtenberg,27,10.389370519583963
2020-10-15,Lichtenberg,19,7.311038513781308
2020-10-16,Lichtenberg,31,11.928536522485292
2020-10-17,Lichtenberg,0,0.0
2020-10-18,Lichtenberg,0,0.0
2020-10-19,Lichtenberg,32,12.313328023210623
2020-10-20,Lichtenberg,31,11.928536522485292
2020-10-21,Lichtenberg,41,15.77645152973861
2020-10-22,Lichtenberg,32,12.313328023210623
2020-10-23,Lichtenberg,79,30.39852855730123
2020-10-24,Lichtenberg,12,4.617498008703984
2020-10-25,Lichtenberg,14,5.387081010154648
2020-10-26,Lichtenberg,43,16.546034531189274
2020-10-27,Lichtenberg,63,24.241864545695915
2020-10-28,Lichtenberg,59,22.702698542794586
2020-10-29,Lichtenberg,77,29.62894555585056
2020-10-30,Lichtenberg,93,35.78560956745588
2020-10-31,Lichtenberg,9,3.463123506527988
2020-11-01,Lichtenberg,0,0.0
2020-11-02,Lichtenberg,71,27.320196551498572
2020-11-03,Lichtenberg,78,30.01373705657589
2020-11-04,Lichtenberg,74,28.47457105367457
2020-11-05,Lichtenberg,43,16.546034531189274
2020-11-06,Lichtenberg,68,26.165822049322575
2020-11-07,Lichtenberg,59,22.702698542794586
2020-11-08,Lichtenberg,1,0.38479150072533197
2020-11-09,Lichtenberg,83,31.93769456020256
2020-11-10,Lichtenberg,73,28.08977955294923
2020-11-11,Lichtenberg,77,29.62894555585056
2020-11-12,Lichtenberg,46,17.700409033365272
2020-11-13,Lichtenberg,140,53.87081010154648
2020-11-14,Lichtenberg,29,11.158953521034627
2020-11-15,Lichtenberg,2,0.7695830014506639
2020-11-16,Lichtenberg,110,42.32706507978652
2020-11-17,Lichtenberg,74,28.47457105367457
2020-11-18,Lichtenberg,42,16.161243030463943
2020-11-19,Lichtenberg,38,14.622077027562616
2020-11-20,Lichtenberg,96,36.93998406963187
2020-11-21,Lichtenberg,23,8.850204516682636
2020-11-22,Lichtenberg,18,6.926247013055976
2020-11-23,Lichtenberg,89,34.246443564554546
2020-11-24,Lichtenberg,97,37.324775570357204
2020-11-25,Lichtenberg,80,30.783320058026558
2020-11-26,Lichtenberg,82,31.55290305947722
2020-11-27,Lichtenberg,122,46.9445630884905
2020-11-28,Lichtenberg,18,6.926247013055976
2020-11-29,Lichtenberg,21,8.080621515231972
2020-11-30,Lichtenberg,67,25.781030548597244
2020-12-01,Lichtenberg,76,29.244154055125232
2020-12-02,Lichtenberg,85,32.70727756165322
2020-12-03,Lichtenberg,55,21.16353253989326
2020-12-04,Lichtenberg,114,43.86623108268785
2020-12-05,Lichtenberg,9,3.463123506527988
2020-12-06,Lichtenberg,24,9.234996017407967
2020-12-07,Lichtenberg,63,24.241864545695915
2020-12-08,Lichtenberg,64,24.626656046421246
2020-12-09,Lichtenberg,74,28.47457105367457
2020-12-10,Lichtenberg,83,31.93769456020256
2020-12-11,Lichtenberg,93,35.78560956745588
2020-12-12,Lichtenberg,50,19.239575036266597
2020-12-13,Lichtenberg,33,12.698119523935956
2020-12-14,Lichtenberg,55,21.16353253989326
2020-03-03,Reinickendorf,0,0.0
2020-03-04,Reinickendorf,0,0.0
2020-03-05,Reinickendorf,2,0.8317599208164556
2020-03-06,Reinickendorf,0,0.0
2020-03-07,Reinickendorf,0,0.0
2020-03-08,Reinickendorf,0,0.0
2020-03-09,Reinickendorf,1,0.4158799604082278
2020-03-10,Reinickendorf,0,0.0
2020-03-11,Reinickendorf,2,0.8317599208164556
2020-03-12,Reinickendorf,4,1.6635198416329111
2020-03-13,Reinickendorf,2,0.8317599208164556
2020-03-14,Reinickendorf,1,0.4158799604082278
2020-03-15,Reinickendorf,0,0.0
2020-03-16,Reinickendorf,7,2.9111597228575943
2020-03-17,Reinickendorf,3,1.2476398812246834
2020-03-18,Reinickendorf,10,4.158799604082278
2020-03-19,Reinickendorf,11,4.574679564490506
2020-03-20,Reinickendorf,23,9.565239089389237
2020-03-21,Reinickendorf,0,0.0
2020-03-22,Reinickendorf,0,0.0
2020-03-23,Reinickendorf,30,12.476398812246833
2020-03-24,Reinickendorf,10,4.158799604082278
2020-03-25,Reinickendorf,14,5.822319445715189
2020-03-26,Reinickendorf,13,5.406439485306961
2020-03-27,Reinickendorf,8,3.3270396832658222
2020-03-28,Reinickendorf,3,1.2476398812246834
2020-03-29,Reinickendorf,14,5.822319445715189
2020-03-30,Reinickendorf,16,6.6540793665316444
2020-03-31,Reinickendorf,17,7.0699593269398715
2020-04-01,Reinickendorf,7,2.9111597228575943
2020-04-02,Reinickendorf,17,7.0699593269398715
2020-04-03,Reinickendorf,20,8.317599208164555
2020-04-04,Reinickendorf,7,2.9111597228575943
2020-04-05,Reinickendorf,25,10.396999010205695
2020-04-06,Reinickendorf,12,4.990559524898734
2020-04-07,Reinickendorf,13,5.406439485306961
2020-04-08,Reinickendorf,30,12.476398812246833
2020-04-09,Reinickendorf,13,5.406439485306961
2020-04-10,Reinickendorf,4,1.6635198416329111
2020-04-11,Reinickendorf,5,2.079399802041139
2020-04-12,Reinickendorf,11,4.574679564490506
2020-04-13,Reinickendorf,10,4.158799604082278
2020-04-14,Reinickendorf,9,3.74291964367405
2020-04-15,Reinickendorf,19,7.901719247756327
2020-04-16,Reinickendorf,3,1.2476398812246834
2020-04-17,Reinickendorf,6,2.495279762449367
2020-04-18,Reinickendorf,6,2.495279762449367
2020-04-19,Reinickendorf,2,0.8317599208164556
2020-04-20,Reinickendorf,2,0.8317599208164556
2020-04-21,Reinickendorf,5,2.079399802041139
2020-04-22,Reinickendorf,4,1.6635198416329111
2020-04-23,Reinickendorf,5,2.079399802041139
2020-04-24,Reinickendorf,4,1.6635198416329111
2020-04-25,Reinickendorf,5,2.079399802041139
2020-04-26,Reinickendorf,0,0.0
2020-04-27,Reinickendorf,1,0.4158799604082278
2020-04-28,Reinickendorf,5,2.079399802041139
2020-04-29,Reinickendorf,7,2.9111597228575943
2020-04-30,Reinickendorf,1,0.4158799604082278
2020-05-01,Reinickendorf,4,1.6635198416329111
2020-05-02,Reinickendorf,1,0.4158799604082278
2020-05-03,Reinickendorf,1,0.4158799604082278
2020-05-04,Reinickendorf,5,2.079399802041139
2020-05-05,Reinickendorf,3,1.2476398812246834
2020-05-06,Reinickendorf,5,2.079399802041139
2020-05-07,Reinickendorf,2,0.8317599208164556
2020-05-08,Reinickendorf,0,0.0
2020-05-09,Reinickendorf,0,0.0
2020-05-10,Reinickendorf,2,0.8317599208164556
2020-05-11,Reinickendorf,0,0.0
2020-05-12,Reinickendorf,3,1.2476398812246834
2020-05-13,Reinickendorf,3,1.2476398812246834
2020-05-14,Reinickendorf,2,0.8317599208164556
2020-05-15,Reinickendorf,1,0.4158799604082278
2020-05-16,Reinickendorf,0,0.0
2020-05-17,Reinickendorf,0,0.0
2020-05-18,Reinickendorf,3,1.2476398812246834
2020-05-19,Reinickendorf,1,0.4158799604082278
2020-05-20,Reinickendorf,3,1.2476398812246834
2020-05-21,Reinickendorf,1,0.4158799604082278
2020-05-22,Reinickendorf,1,0.4158799604082278
2020-05-23,Reinickendorf,1,0.4158799604082278
2020-05-24,Reinickendorf,0,0.0
2020-05-25,Reinickendorf,0,0.0
2020-05-26,Reinickendorf,3,1.2476398812246834
2020-05-27,Reinickendorf,5,2.079399802041139
2020-05-28,Reinickendorf,1,0.4158799604082278
2020-05-29,Reinickendorf,5,2.079399802041139
2020-05-30,Reinickendorf,8,3.3270396832658222
2020-05-31,Reinickendorf,0,0.0
2020-06-01,Reinickendorf,1,0.4158799604082278
2020-06-02,Reinickendorf,2,0.8317599208164556
2020-06-03,Reinickendorf,0,0.0
2020-06-04,Reinickendorf,2,0.8317599208164556
2020-06-05,Reinickendorf,4,1.6635198416329111
2020-06-06,Reinickendorf,0,0.0
2020-06-07,Reinickendorf,0,0.0
2020-06-08,Reinickendorf,2,0.8317599208164556
2020-06-09,Reinickendorf,7,2.9111597228575943
2020-06-10,Reinickendorf,5,2.079399802041139
2020-06-11,Reinickendorf,8,3.3270396832658222
2020-06-12,Reinickendorf,8,3.3270396832658222
2020-06-13,Reinickendorf,5,2.079399802041139
2020-06-14,Reinickendorf,2,0.8317599208164556
2020-06-15,Reinickendorf,0,0.0
2020-06-16,Reinickendorf,8,3.3270396832658222
2020-06-17,Reinickendorf,6,2.495279762449367
2020-06-18,Reinickendorf,15,6.2381994061234165
2020-06-19,Reinickendorf,13,5.406439485306961
2020-06-20,Reinickendorf,6,2.495279762449367
2020-06-21,Reinickendorf,0,0.0
2020-06-22,Reinickendorf,6,2.495279762449367
2020-06-23,Reinickendorf,11,4.574679564490506
2020-06-24,Reinickendorf,7,2.9111597228575943
2020-06-25,Reinickendorf,5,2.079399802041139
2020-06-26,Reinickendorf,2,0.8317599208164556
2020-06-27,Reinickendorf,1,0.4158799604082278
2020-06-28,Reinickendorf,0,0.0
2020-06-29,Reinickendorf,3,1.2476398812246834
2020-06-30,Reinickendorf,9,3.74291964367405
2020-07-01,Reinickendorf,3,1.2476398812246834
2020-07-02,Reinickendorf,5,2.079399802041139
2020-07-03,Reinickendorf,3,1.2476398812246834
2020-07-04,Reinickendorf,0,0.0
2020-07-05,Reinickendorf,1,0.4158799604082278
2020-07-06,Reinickendorf,0,0.0
2020-07-07,Reinickendorf,2,0.8317599208164556
2020-07-08,Reinickendorf,2,0.8317599208164556
2020-07-09,Reinickendorf,3,1.2476398812246834
2020-07-10,Reinickendorf,2,0.8317599208164556
2020-07-11,Reinickendorf,2,0.8317599208164556
2020-07-12,Reinickendorf,0,0.0
2020-07-13,Reinickendorf,1,0.4158799604082278
2020-07-14,Reinickendorf,2,0.8317599208164556
2020-07-15,Reinickendorf,1,0.4158799604082278
2020-07-16,Reinickendorf,0,0.0
2020-07-17,Reinickendorf,1,0.4158799604082278
2020-07-18,Reinickendorf,3,1.2476398812246834
2020-07-19,Reinickendorf,0,0.0
2020-07-20,Reinickendorf,4,1.6635198416329111
2020-07-21,Reinickendorf,5,2.079399802041139
2020-07-22,Reinickendorf,2,0.8317599208164556
2020-07-23,Reinickendorf,6,2.495279762449367
2020-07-24,Reinickendorf,4,1.6635198416329111
2020-07-25,Reinickendorf,4,1.6635198416329111
2020-07-26,Reinickendorf,0,0.0
2020-07-27,Reinickendorf,1,0.4158799604082278
2020-07-28,Reinickendorf,7,2.9111597228575943
2020-07-29,Reinickendorf,10,4.158799604082278
2020-07-30,Reinickendorf,7,2.9111597228575943
2020-07-31,Reinickendorf,3,1.2476398812246834
2020-08-01,Reinickendorf,1,0.4158799604082278
2020-08-02,Reinickendorf,0,0.0
2020-08-03,Reinickendorf,2,0.8317599208164556
2020-08-04,Reinickendorf,8,3.3270396832658222
2020-08-05,Reinickendorf,2,0.8317599208164556
2020-08-06,Reinickendorf,1,0.4158799604082278
2020-08-07,Reinickendorf,7,2.9111597228575943
2020-08-08,Reinickendorf,4,1.6635198416329111
2020-08-09,Reinickendorf,0,0.0
2020-08-10,Reinickendorf,7,2.9111597228575943
2020-08-11,Reinickendorf,7,2.9111597228575943
2020-08-12,Reinickendorf,13,5.406439485306961
2020-08-13,Reinickendorf,9,3.74291964367405
2020-08-14,Reinickendorf,13,5.406439485306961
2020-08-15,Reinickendorf,3,1.2476398812246834
2020-08-16,Reinickendorf,0,0.0
2020-08-17,Reinickendorf,4,1.6635198416329111
2020-08-18,Reinickendorf,6,2.495279762449367
2020-08-19,Reinickendorf,4,1.6635198416329111
2020-08-20,Reinickendorf,5,2.079399802041139
2020-08-21,Reinickendorf,10,4.158799604082278
2020-08-22,Reinickendorf,6,2.495279762449367
2020-08-23,Reinickendorf,0,0.0
2020-08-24,Reinickendorf,2,0.8317599208164556
2020-08-25,Reinickendorf,3,1.2476398812246834
2020-08-26,Reinickendorf,1,0.4158799604082278
2020-08-27,Reinickendorf,2,0.8317599208164556
2020-08-28,Reinickendorf,7,2.9111597228575943
2020-08-29,Reinickendorf,3,1.2476398812246834
2020-08-30,Reinickendorf,0,0.0
2020-08-31,Reinickendorf,1,0.4158799604082278
2020-09-01,Reinickendorf,3,1.2476398812246834
2020-09-02,Reinickendorf,5,2.079399802041139
2020-09-03,Reinickendorf,9,3.74291964367405
2020-09-04,Reinickendorf,6,2.495279762449367
2020-09-05,Reinickendorf,6,2.495279762449367
2020-09-06,Reinickendorf,1,0.4158799604082278
2020-09-07,Reinickendorf,2,0.8317599208164556
2020-09-08,Reinickendorf,3,1.2476398812246834
2020-09-09,Reinickendorf,9,3.74291964367405
2020-09-10,Reinickendorf,2,0.8317599208164556
2020-09-11,Reinickendorf,5,2.079399802041139
2020-09-12,Reinickendorf,4,1.6635198416329111
2020-09-13,Reinickendorf,0,0.0
2020-09-14,Reinickendorf,2,0.8317599208164556
2020-09-15,Reinickendorf,8,3.3270396832658222
2020-09-16,Reinickendorf,8,3.3270396832658222
2020-09-17,Reinickendorf,7,2.9111597228575943
2020-09-18,Reinickendorf,7,2.9111597228575943
2020-09-19,Reinickendorf,6,2.495279762449367
2020-09-20,Reinickendorf,0,0.0
2020-09-21,Reinickendorf,0,0.0
2020-09-22,Reinickendorf,12,4.990559524898734
2020-09-23,Reinickendorf,13,5.406439485306961
2020-09-24,Reinickendorf,12,4.990559524898734
2020-09-25,Reinickendorf,13,5.406439485306961
2020-09-26,Reinickendorf,7,2.9111597228575943
2020-09-27,Reinickendorf,12,4.990559524898734
2020-09-28,Reinickendorf,9,3.74291964367405
2020-09-29,Reinickendorf,17,7.0699593269398715
2020-09-30,Reinickendorf,15,6.2381994061234165
2020-10-01,Reinickendorf,15,6.2381994061234165
2020-10-02,Reinickendorf,27,11.228758931022151
2020-10-03,Reinickendorf,9,3.74291964367405
2020-10-04,Reinickendorf,2,0.8317599208164556
2020-10-05,Reinickendorf,15,6.2381994061234165
2020-10-06,Reinickendorf,14,5.822319445715189
2020-10-07,Reinickendorf,31,12.892278772655061
2020-10-08,Reinickendorf,54,22.457517862044302
2020-10-09,Reinickendorf,32,13.308158733063289
2020-10-10,Reinickendorf,32,13.308158733063289
2020-10-11,Reinickendorf,13,5.406439485306961
2020-10-12,Reinickendorf,28,11.644638891430377
2020-10-13,Reinickendorf,37,15.387558535104429
2020-10-14,Reinickendorf,50,20.79399802041139
2020-10-15,Reinickendorf,51,21.209877980819616
2020-10-16,Reinickendorf,47,19.546358139186705
2020-10-17,Reinickendorf,38,15.803438495512655
2020-10-18,Reinickendorf,14,5.822319445715189
2020-10-19,Reinickendorf,22,9.149359128981011
2020-10-20,Reinickendorf,50,20.79399802041139
2020-10-21,Reinickendorf,61,25.368677584901896
2020-10-22,Reinickendorf,72,29.9433571493924
2020-10-23,Reinickendorf,42,17.466958337145567
2020-10-24,Reinickendorf,77,32.02275695143354
2020-10-25,Reinickendorf,16,6.6540793665316444
2020-10-26,Reinickendorf,35,14.555798614287973
2020-10-27,Reinickendorf,84,34.93391667429113
2020-10-28,Reinickendorf,134,55.72791469470252
2020-10-29,Reinickendorf,98,40.75623612000632
2020-10-30,Reinickendorf,83,34.51803671388291
2020-10-31,Reinickendorf,62,25.784557545310122
2020-11-01,Reinickendorf,44,18.298718257962022
2020-11-02,Reinickendorf,59,24.53691766408544
2020-11-03,Reinickendorf,98,40.75623612000632
2020-11-04,Reinickendorf,105,43.66739584286391
2020-11-05,Reinickendorf,86,35.765676595107585
2020-11-06,Reinickendorf,93,38.67683631796518
2020-11-07,Reinickendorf,47,19.546358139186705
2020-11-08,Reinickendorf,65,27.032197426534804
2020-11-09,Reinickendorf,115,47.826195446946194
2020-11-10,Reinickendorf,65,27.032197426534804
2020-11-11,Reinickendorf,181,75.27427283388923
2020-11-12,Reinickendorf,94,39.09271627837341
2020-11-13,Reinickendorf,143,59.47083433837658
2020-11-14,Reinickendorf,74,30.775117070208857
2020-11-15,Reinickendorf,30,12.476398812246833
2020-11-16,Reinickendorf,68,28.279837307759486
2020-11-17,Reinickendorf,106,44.083275803272144
2020-11-18,Reinickendorf,102,42.41975596163923
2020-11-19,Reinickendorf,111,46.16267560531328
2020-11-20,Reinickendorf,106,44.083275803272144
2020-11-21,Reinickendorf,73,30.359237109800628
2020-11-22,Reinickendorf,28,11.644638891430377
2020-11-23,Reinickendorf,84,34.93391667429113
2020-11-24,Reinickendorf,122,50.73735516980379
2020-11-25,Reinickendorf,96,39.92447619918987
2020-11-26,Reinickendorf,99,41.17211608041455
2020-11-27,Reinickendorf,105,43.66739584286391
2020-11-28,Reinickendorf,100,41.58799604082278
2020-11-29,Reinickendorf,47,19.546358139186705
2020-11-30,Reinickendorf,61,25.368677584901896
2020-12-01,Reinickendorf,89,37.01331647633227
2020-12-02,Reinickendorf,79,32.85451687224999
2020-12-03,Reinickendorf,139,57.807314496743665
2020-12-04,Reinickendorf,107,44.49915576368037
2020-12-05,Reinickendorf,46,19.130478178778475
2020-12-06,Reinickendorf,70,29.111597228575945
2020-12-07,Reinickendorf,81,33.68627679306645
2020-12-08,Reinickendorf,80,33.27039683265822
2020-12-09,Reinickendorf,117,48.657955367762646
2020-12-10,Reinickendorf,115,47.826195446946194
2020-12-11,Reinickendorf,70,29.111597228575945
2020-12-12,Reinickendorf,46,19.130478178778475
2020-12-13,Reinickendorf,40,16.63519841632911
2020-12-14,Reinickendorf,133,55.3120347342943
